#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,
1140,CVE-2016-8882,476,,DoS,2017-01-13,2017-11-04,4.3,None,Remote,Medium,Not required,None,None,Partial,The jpc_dec_tilefini function in libjasper/jpc/jpc_dec.c in JasPer before 1.900.8 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted file.,
1264,CVE-2015-8272,476,,DoS,2017-04-13,2017-11-04,4.3,None,Remote,Medium,Not required,None,None,Partial,RTMPDump 2.4 allows remote attackers to trigger a denial of service (NULL pointer dereference and process crash).,
875,CVE-2017-15022,476,,DoS,2017-10-05,2017-10-11,4.3,None,Remote,Medium,Not required,None,None,Partial,dwarf2.c in the Binary File Descriptor (BFD) library (aka libbfd),
883,CVE-2017-14974,476,,DoS,2017-10-02,2017-10-05,4.3,None,Remote,Medium,Not required,None,None,Partial,The *_get_synthetic_symtab functions in the Binary File Descriptor (BFD) library (aka libbfd),
884,CVE-2017-14940,476,,DoS,2017-09-30,2017-10-03,4.3,None,Remote,Medium,Not required,None,None,Partial,scan_unit_for_symbols in dwarf2.c in the Binary File Descriptor (BFD) library (aka libbfd),
886,CVE-2017-14927,476,,,2017-09-30,2017-10-03,4.3,None,Remote,Medium,Not required,None,None,Partial,In Poppler 0.59.0,
890,CVE-2017-14642,476,,DoS,2017-09-21,2017-09-28,4.3,None,Remote,Medium,Not required,None,None,Partial,A NULL pointer dereference was discovered in the AP4_HdlrAtom class in Bento4 version 1.5.0-617. The vulnerability causes a segmentation fault and application crash in AP4_StdcFileByteStream::ReadPartial in System/StdC/Ap4StdCFileByteStream.cpp,
891,CVE-2017-14641,476,,DoS,2017-09-21,2017-09-28,4.3,None,Remote,Medium,Not required,None,None,Partial,A NULL pointer dereference was discovered in the AP4_DataAtom class in MetaData/Ap4MetaData.cpp in Bento4 version 1.5.0-617. The vulnerability causes a segmentation fault and application crash,
892,CVE-2017-14640,476,,DoS,2017-09-21,2017-09-28,4.3,None,Remote,Medium,Not required,None,None,Partial,A NULL pointer dereference was discovered in AP4_AtomSampleTable::GetSample in Core/Ap4AtomSampleTable.cpp in Bento4 version 1.5.0-617. The vulnerability causes a segmentation fault and application crash,
893,CVE-2017-14638,476,,,2017-09-21,2017-09-28,4.3,None,Remote,Medium,Not required,None,None,Partial,AP4_AtomFactory::CreateAtomFromStream in Core/Ap4AtomFactory.cpp in Bento4 version 1.5.0-617 has missing NULL checks,
989,CVE-2017-9040,476,,DoS,2017-05-18,2017-09-19,4.3,None,Remote,Medium,Not required,None,None,Partial,GNU Binutils 2017-04-03 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash),
904,CVE-2017-14406,476,,DoS,2017-09-13,2017-09-18,4.3,None,Remote,Medium,Not required,None,None,Partial,A NULL pointer dereference was discovered in sync_buffer in interface.c in mpglibDBL,
937,CVE-2017-12476,476,,DoS,2017-09-06,2017-09-07,4.3,None,Remote,Medium,Not required,None,None,Partial,The AP4_AvccAtom::InspectFields function in Core/Ap4AvccAtom.cpp in Bento4 mp4dump before 1.5.0-616 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted mp4 file.,
939,CVE-2017-12474,476,,DoS,2017-09-06,2017-09-07,4.3,None,Remote,Medium,Not required,None,None,Partial,The AP4_AtomSampleTable::GetSample function in Core/Ap4AtomSampleTable.cpp in Bento4 mp42ts before 1.5.0-616 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted mp4 file.,
923,CVE-2017-12952,476,,DoS,2017-08-28,2017-09-06,4.3,None,Remote,Medium,Not required,None,None,Partial,The LoadString function in helper.h in libgig 4.0.0 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted gig file.,
1177,CVE-2016-6504,476,,DoS,2016-08-06,2017-09-03,4.3,None,Remote,Medium,Not required,None,None,Partial,epan/dissectors/packet-ncp2222.inc in the NDS dissector in Wireshark 1.12.x before 1.12.13 does not properly maintain a ptvc data structure,
969,CVE-2017-10792,476,,DoS,2017-07-02,2017-09-02,4.3,None,Remote,Medium,Not required,None,None,Partial,There is a NULL Pointer Dereference in the function ll_insert() of the libpspp library in GNU PSPP before 0.11.0. For example,
925,CVE-2017-12923,476,,DoS,2017-08-28,2017-09-01,4.3,None,Remote,Medium,Not required,None,None,Partial,OLEStream::WriteVT_LPSTR in olestrm.cpp in libfpx 1.3.1_p6 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted fpx image.,
926,CVE-2017-12922,476,,DoS,2017-08-28,2017-09-01,4.3,None,Remote,Medium,Not required,None,None,Partial,wchar.c in libfpx 1.3.1_p6 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted fpx image.,
927,CVE-2017-12921,476,,DoS,2017-08-28,2017-09-01,4.3,None,Remote,Medium,Not required,None,None,Partial,PFileFlashPixView::GetGlobalInfoProperty in f_fpxvw.cpp in libfpx 1.3.1_p6 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted fpx image.,
928,CVE-2017-12920,476,,DoS,2017-08-28,2017-09-01,4.3,None,Remote,Medium,Not required,None,None,Partial,CDirectory::GetDirEntry in dir.cxx in libfpx 1.3.1_p6 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted fpx image.,
949,CVE-2017-11735,476,,DoS,2017-07-31,2017-08-11,4.3,None,Remote,Medium,Not required,None,None,Partial,The vorbis_block_clear function in lib/block.c in Xiph.Org libvorbis 1.3.5 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted ogg file.,
948,CVE-2017-11750,476,,DoS,2017-07-30,2017-08-02,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadOneJNGImage function in coders/png.c in ImageMagick 6.9.9-4 and 7.0.6-4 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
954,CVE-2017-11550,476,,DoS,2017-07-31,2017-08-02,4.3,None,Remote,Medium,Not required,None,None,Partial,The id3_ucs4_length function in ucs4.c in libid3tag 0.15.1b allows remote attackers to cause a denial of service (NULL Pointer Dereference and application crash) via a crafted mp3 file.,
953,CVE-2017-11590,476,,DoS,2017-07-24,2017-07-28,4.3,None,Remote,Medium,Not required,None,None,Partial,There is a NULL pointer dereference in the caseless_hash function in gxps-archive.c in libgxps 0.2.5. A crafted input will lead to a remote denial of service attack.,
955,CVE-2017-11522,476,,DoS,2017-07-22,2017-07-27,4.3,None,Remote,Medium,Not required,None,None,Partial,The WriteOnePNGImage function in coders/png.c in ImageMagick through 6.9.9-0 and 7.x through 7.0.6-1 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1157,CVE-2016-7605,476,,DoS,2017-02-20,2017-07-27,4.3,None,Remote,Medium,Not required,None,None,Partial,"An issue was discovered in certain Apple products. macOS before 10.12.2 is affected. The issue involves the ""Bluetooth"" component. It allows attackers to cause a denial of service (NULL pointer dereference) via a crafted app.",
957,CVE-2017-11189,476,,DoS,2017-07-12,2017-07-21,4.3,None,Remote,Medium,Not required,None,None,Partial,unrarlib.c in unrar-free 0.0.1 might allow remote attackers to cause a denial of service (NULL pointer dereference and application crash),
1072,CVE-2017-2388,476,,DoS,2017-04-02,2017-07-12,4.3,None,Remote,Medium,Not required,None,None,Partial,"An issue was discovered in certain Apple products. macOS before 10.12.4 is affected. The issue involves the ""IOFireWireFamily"" component. It allows attackers to cause a denial of service (NULL pointer dereference) via a crafted app.",
1121,CVE-2016-9443,476,,DoS,2016-12-12,2017-07-01,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-31. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1122,CVE-2016-9441,476,,DoS,2016-12-12,2017-07-01,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-31. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1123,CVE-2016-9440,476,,DoS,2016-12-12,2017-07-01,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-31. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1124,CVE-2016-9438,476,,DoS,2016-12-12,2017-07-01,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-31. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1125,CVE-2016-9434,476,,DoS,2016-12-12,2017-07-01,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-31. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1126,CVE-2016-9430,476,,DoS,2016-12-12,2017-07-01,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-31. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1154,CVE-2016-7905,476,,DoS,2016-12-23,2017-07-01,4.3,None,Remote,Medium,Not required,None,None,Partial,The read_gab2_sub function in libavformat/avidec.c in FFmpeg before 3.1.4 allows remote attackers to cause a denial of service (NULL pointer used) via a crafted AVI file.,
1243,CVE-2015-9100,476,,DoS,2017-06-25,2017-06-28,4.3,None,Remote,Medium,Not required,None,None,Partial,The fill_buffer_resample function in util.c in libmp3lame.a in LAME 3.99.5 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted audio file.,
983,CVE-2017-9216,476,,,2017-05-24,2017-06-06,4.3,None,Remote,Medium,Not required,None,None,Partial,libjbig2dec.a in Artifex jbig2dec 0.13,
1010,CVE-2017-7383,476,,DoS,2017-04-03,2017-04-10,4.3,None,Remote,Medium,Not required,None,None,Partial,The PdfFontFactory.cpp:195:62 code in PoDoFo 0.9.5 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted PDF document.,
1011,CVE-2017-7382,476,,DoS,2017-04-03,2017-04-10,4.3,None,Remote,Medium,Not required,None,None,Partial,The PdfFontFactory.cpp:200:88 code in PoDoFo 0.9.5 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted PDF document.,
1013,CVE-2017-7380,476,,DoS,2017-04-03,2017-04-10,4.3,None,Remote,Medium,Not required,None,None,Partial,The doc/PdfPage.cpp:614:20 code in PoDoFo 0.9.5 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted PDF document.,
1096,CVE-2016-10218,476,,DoS,2017-04-03,2017-04-10,4.3,None,Remote,Medium,Not required,None,None,Partial,The pdf14_pop_transparency_group function in base/gdevp14.c in the PDF Transparency module in Artifex Software,
1012,CVE-2017-7381,476,,DoS,2017-04-03,2017-04-06,4.3,None,Remote,Medium,Not required,None,None,Partial,The doc/PdfPage.cpp:609:23 code in PoDoFo 0.9.5 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted PDF document.,
1287,CVE-2014-9814,476,,DoS,2017-03-30,2017-04-04,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted wpg file.,
1288,CVE-2014-9812,476,,DoS,2017-03-30,2017-04-04,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted ps file.,
1015,CVE-2017-7274,476,,DoS,2017-03-27,2017-03-31,4.3,None,Remote,Medium,Not required,None,None,Partial,The r_pkcs7_parse_cms function in libr/util/r_pkcs7.c in radare2 1.3.0 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted PE file.,
1211,CVE-2016-2369,476,,DoS,2017-01-06,2017-03-30,4.3,None,Remote,Medium,Not required,None,None,Partial,A NULL pointer dereference vulnerability exists in the handling of the MXIT protocol in Pidgin. Specially crafted MXIT data sent via the server could potentially result in a denial of service vulnerability. A malicious server can send a packet starting with a NULL byte triggering the vulnerability.,
1212,CVE-2016-2365,476,,DoS,2017-01-06,2017-03-30,4.3,None,Remote,Medium,Not required,None,None,Partial,A denial of service vulnerability exists in the handling of the MXIT protocol in Pidgin. Specially crafted MXIT data sent via the server could potentially result in a null pointer dereference. A malicious server or an attacker who intercepts the network traffic can send invalid data to trigger this vulnerability and cause a crash.,
1050,CVE-2017-5851,476,,DoS,2017-03-01,2017-03-25,4.3,None,Remote,Medium,Not required,None,None,Partial,The free_options function in options_manager.c in mp3splt 2.6.2 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted file. NOTE: this typically has no risk; this crash of this command-line program has no further consequences for availability.,
1023,CVE-2017-6849,476,,DoS,2017-03-15,2017-03-16,4.3,None,Remote,Medium,Not required,None,None,Partial,The PoDoFo::PdfColorGray::~PdfColorGray function in PdfColor.cpp in PoDoFo 0.9.4 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1024,CVE-2017-6848,476,,DoS,2017-03-15,2017-03-16,4.3,None,Remote,Medium,Not required,None,None,Partial,The PoDoFo::PdfXObject::PdfXObject function in PdfXObject.cpp in PoDoFo 0.9.5 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1025,CVE-2017-6847,476,,DoS,2017-03-15,2017-03-16,4.3,None,Remote,Medium,Not required,None,None,Partial,The PoDoFo::PdfVariant::DelayedLoad function in PdfVariant.h in PoDoFo 0.9.4 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1026,CVE-2017-6846,476,,DoS,2017-03-15,2017-03-16,4.3,None,Remote,Medium,Not required,None,None,Partial,The GraphicsStack::TGraphicsStackElement::SetNonStrokingColorSpace function in graphicsstack.h in PoDoFo 0.9.4 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1027,CVE-2017-6845,476,,DoS,2017-03-15,2017-03-16,4.3,None,Remote,Medium,Not required,None,None,Partial,The PoDoFo::PdfColor::operator function in PdfColor.cpp in PoDoFo 0.9.4 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1028,CVE-2017-6842,476,,DoS,2017-03-15,2017-03-16,4.3,None,Remote,Medium,Not required,None,None,Partial,The ColorChanger::GetColorFromStack function in colorchanger.cpp in PoDoFo 0.9.5 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1029,CVE-2017-6841,476,,DoS,2017-03-15,2017-03-16,4.3,None,Remote,Medium,Not required,None,None,Partial,The GraphicsStack::TGraphicsStackElement::~TGraphicsStackElement function in graphicsstack.h in PoDoFo 0.9.5 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1048,CVE-2017-5855,476,,DoS,2017-03-01,2017-03-04,4.3,None,Remote,Medium,Not required,None,None,Partial,The PoDoFo::PdfParser::ReadXRefSubsection function in PdfParser.cpp in PoDoFo 0.9.4 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1049,CVE-2017-5854,476,,DoS,2017-03-01,2017-03-03,4.3,None,Remote,Medium,Not required,None,None,Partial,base/PdfOutputStream.cpp in PoDoFo 0.9.4 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted file.,
1053,CVE-2017-5665,476,,DoS,2017-03-01,2017-03-03,4.3,None,Remote,Medium,Not required,None,None,Partial,The splt_cue_export_to_file function in cue.c in libmp3splt 0.9.2 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted file.,
1039,CVE-2017-6197,476,,DoS,2017-02-24,2017-03-02,4.3,None,Remote,Medium,Not required,None,None,Partial,The r_read_* functions in libr/include/r_endian.h in radare2 1.2.1 allow remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted binary file,
1193,CVE-2016-5027,476,,DoS,2017-02-24,2017-02-27,4.3,None,Remote,Medium,Not required,None,None,Partial,dwarf_form.c in libdwarf 20160115 allows remote attackers to cause a denial of service (crash) via a crafted elf file.,
1189,CVE-2016-5037,476,,DoS,2017-02-17,2017-02-22,4.3,None,Remote,Medium,Not required,None,None,Partial,The _dwarf_load_section function in libdwarf before 20160923 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1190,CVE-2016-5030,476,,DoS,2017-02-17,2017-02-22,4.3,None,Remote,Medium,Not required,None,None,Partial,The _dwarf_calculate_info_section_end_ptr function in libdwarf before 20160923 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.,
1191,CVE-2016-5029,476,,DoS,2017-02-17,2017-02-22,4.3,None,Remote,Medium,Not required,None,None,Partial,The create_fullest_file_path function in libdwarf before 20160923 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted dwarf file.,
1192,CVE-2016-5028,476,,DoS,2017-02-17,2017-02-22,4.3,None,Remote,Medium,Not required,None,None,Partial,The print_frame_inst_bytes function in libdwarf before 20160923 allows remote attackers to cause a denial of service (NULL pointer dereference) via an object file with empty bss-like sections.,
1108,CVE-2016-9828,476,,DoS,2017-02-17,2017-02-18,4.3,None,Remote,Medium,Not required,None,None,Partial,The dumpBuffer function in read.c in the listswf tool in libming 0.4.7 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted SWF file.,
1149,CVE-2016-8676,476,,DoS,2017-02-15,2017-02-17,4.3,None,Remote,Medium,Not required,None,None,Partial,The get_vlc2 function in get_bits.h in Libav 11.9 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted mp3 file. NOTE: this issue exists due to an incomplete fix for CVE-2016-8675.,
1150,CVE-2016-8675,476,,DoS,2017-02-15,2017-02-17,4.3,None,Remote,Medium,Not required,None,None,Partial,The get_vlc2 function in get_bits.h in Libav before 11.9 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted mp3 file,
1161,CVE-2016-7477,476,,DoS,2017-02-15,2017-02-17,4.3,None,Remote,Medium,Not required,None,None,Partial,The ff_put_pixels8_xy2_mmx function in rnd_template.c in Libav 11.7 allows remote attackers to cause a denial of service (invalid memory access and crash) via a crafted mp3 file. NOTE: this issue was originally reported as involving a NULL pointer dereference.,
1145,CVE-2016-8696,476,,DoS,2017-01-31,2017-02-05,4.3,None,Remote,Medium,Not required,None,None,Partial,The bm_readbody_bmp function in bitmap_io.c in potrace before 1.13 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted BMP image,
1146,CVE-2016-8695,476,,DoS,2017-01-31,2017-02-05,4.3,None,Remote,Medium,Not required,None,None,Partial,The bm_readbody_bmp function in bitmap_io.c in potrace before 1.13 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted BMP image,
1147,CVE-2016-8694,476,,DoS,2017-01-31,2017-02-05,4.3,None,Remote,Medium,Not required,None,None,Partial,The bm_readbody_bmp function in bitmap_io.c in potrace before 1.13 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted BMP image,
1107,CVE-2016-9888,476,,,2016-12-08,2016-12-15,4.3,None,Remote,Medium,Not required,None,None,Partial,"An error within the ""tar_directory_for_file()"" function (gsf-infile-tar.c) in GNOME Structured File Library before 1.14.41 can be exploited to trigger a Null pointer dereference and subsequently cause a crash via a crafted TAR file.",
1110,CVE-2016-9631,476,,DoS,2016-12-12,2016-12-13,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-33. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1111,CVE-2016-9629,476,,DoS,2016-12-12,2016-12-13,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-33. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1112,CVE-2016-9628,476,,DoS,2016-12-12,2016-12-13,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-33. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1113,CVE-2016-9624,476,,DoS,2016-12-12,2016-12-13,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-33. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1114,CVE-2016-9623,476,,DoS,2016-12-12,2016-12-13,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-33. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1115,CVE-2016-9622,476,,DoS,2016-12-12,2016-12-13,4.3,None,Remote,Medium,Not required,None,None,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-33. w3m allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted HTML page.,
1136,CVE-2016-9018,476,,,2016-10-28,2016-11-29,4.3,None,Remote,Medium,Not required,None,None,Partial,Improper handling of a repeating VRAT chunk in qcpfformat.dll allows attackers to cause a Null pointer dereference and crash in RealNetworks RealPlayer 18.1.5.705 through a crafted .QCP media file.,
1186,CVE-2016-5354,476,,DoS,2016-08-07,2016-11-28,4.3,None,Remote,Medium,Not required,None,None,Partial,The USB subsystem in Wireshark 1.12.x before 1.12.12 and 2.x before 2.0.4 mishandles class types,
1163,CVE-2016-7424,476,,DoS,2016-10-07,2016-10-11,4.3,None,Remote,Medium,Not required,None,None,Partial,The put_no_rnd_pixels8_xy2_mmx function in x86/rnd_template.c in libav 11.7 and earlier allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted MP3 file.,
2,CVE-2021-33572,476,,,2021-06-21,2021-06-28,4,None,Remote,Low,???,None,None,Partial,A Denial-of-Service (DoS) vulnerability was discovered in F-Secure Linux Security whereby the FSAVD component used in certain F-Secure products can crash while scanning larger packages/fuzzed files. The exploit can be triggered remotely by an attacker. A successful attack will result in Denial-of-Service (DoS) of the Anti-Virus engine.,
62,CVE-2021-3514,476,,,2021-05-28,2021-06-04,4,None,Remote,Low,???,None,None,Partial,When using a sync_repl client in 389-ds-base,
134,CVE-2020-20254,476,,DoS Mem. Corr.,2021-05-18,2021-06-01,4,None,Remote,Low,???,None,None,Partial,Mikrotik RouterOs before 6.47 (stable tree) suffers from a memory corruption vulnerability in the /nova/bin/lcdstat process. An authenticated remote attacker can cause a Denial of Service (NULL pointer dereference).,
361,CVE-2019-14847,476,,DoS,2019-11-06,2021-05-29,4,None,Remote,Low,???,None,None,Partial,A flaw was found in samba 4.0.0 before samba 4.9.15 and samba 4.10.x before 4.10.10. An attacker can crash AD DC LDAP server via dirsync resulting in denial of service. Privilege escalation is not possible with this issue.,
133,CVE-2020-20266,476,,DoS Mem. Corr.,2021-05-19,2021-05-25,4,None,Remote,Low,???,None,None,Partial,Mikrotik RouterOs before 6.47 (stable tree) suffers from a memory corruption vulnerability in the /nova/bin/dot1x process. An authenticated remote attacker can cause a Denial of Service (NULL pointer dereference).,
135,CVE-2020-20222,476,,DoS Mem. Corr.,2021-05-18,2021-05-21,4,None,Remote,Low,???,None,None,Partial,Mikrotik RouterOs 6.44.6 (long-term tree) suffers from a memory corruption vulnerability in the /nova/bin/sniffer process. An authenticated remote attacker can cause a Denial of Service (NULL pointer dereference).,
37,CVE-2021-28166,476,,,2021-04-07,2021-04-13,4,None,Remote,Low,???,None,None,Partial,In Eclipse Mosquitto version 2.0.0 to 2.0.9,
194,CVE-2020-10730,476,,,2020-07-07,2021-04-02,4,None,Remote,Low,???,None,None,Partial,A NULL pointer dereference,
339,CVE-2019-15297,476,,,2019-09-09,2021-03-05,4,None,Remote,Low,???,None,None,Partial,res_pjsip_t38 in Sangoma Asterisk 13.21-cert4,
253,CVE-2019-25014,476,,DoS,2021-01-29,2021-02-03,4,None,Remote,Low,???,None,None,Partial,A NULL pointer dereference was found in pkg/proxy/envoy/v2/debug.go getResourceVersion in Istio pilot before 1.5.0-alpha.0. If a particular HTTP GET request is made to the pilot API endpoint,
1310,CVE-2013-1416,476,,DoS,2013-04-19,2021-02-02,4,None,Remote,Low,???,None,None,Partial,The prep_reprocess_req function in do_tgs_req.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.10.5 does not properly perform service-principal realm referral,
210,CVE-2020-8569,476,,,2021-01-21,2021-02-01,4,None,Remote,Low,???,None,None,Partial,Kubernetes CSI snapshot-controller prior to v2.1.3 and v3.0.2 could panic when processing a VolumeSnapshot custom resource when: - The VolumeSnapshot referenced a non-existing PersistentVolumeClaim and the VolumeSnapshot did not reference any VolumeSnapshotClass. - The snapshot-controller crashes,
178,CVE-2020-12514,476,,,2021-01-22,2021-01-28,4,None,Remote,Low,???,None,None,Partial,Pepperl+Fuchs Comtrol IO-Link Master in Version 1.5.48 and below is prone to a NULL Pointer Dereference that leads to a DoS in discoveryd,
688,CVE-2018-10914,476,,DoS,2018-09-04,2020-10-15,4,None,Remote,Low,???,None,None,Partial,It was found that an attacker could issue a xattr request via glusterfs FUSE to cause gluster brick process to crash which will result in a remote denial of service. If gluster multiplexing is enabled this will result in a crash of multiple bricks and gluster volumes.,
1372,CVE-2006-6565,476,,DoS,2006-12-15,2020-07-28,4,None,Remote,Low,???,None,None,Partial,FileZilla Server before 0.9.22 allows remote attackers to cause a denial of service (crash) via a wildcard argument to the (1) LIST or (2) NLST commands,
196,CVE-2020-10703,476,,DoS,2020-06-02,2020-06-16,4,None,Remote,Low,???,None,None,Partial,A NULL pointer dereference was found in the libvirt API responsible introduced in upstream version 3.10.0,
353,CVE-2019-14878,476,,,2020-03-19,2020-03-24,4,None,Remote,Low,???,None,None,Partial,In the __d2b function of the newlib libc library,
354,CVE-2019-14877,476,,,2020-03-19,2020-03-24,4,None,Remote,Low,???,None,None,Partial,In the __mdiff function of the newlib libc library,
355,CVE-2019-14876,476,,,2020-03-19,2020-03-24,4,None,Remote,Low,???,None,None,Partial,In the __lshift function of the newlib libc library,
356,CVE-2019-14875,476,,,2020-03-19,2020-03-24,4,None,Remote,Low,???,None,None,Partial,In the __multiply function of the newlib libc library,
357,CVE-2019-14874,476,,,2020-03-19,2020-03-24,4,None,Remote,Low,???,None,None,Partial,In the __i2b function of the newlib libc library,
358,CVE-2019-14873,476,,,2020-03-19,2020-03-24,4,None,Remote,Low,???,None,None,Partial,In the __multadd function of the newlib libc library,
359,CVE-2019-14872,476,,,2020-03-19,2020-03-24,4,None,Remote,Low,???,None,None,Partial,The _dtoa_r function of the newlib libc library,
360,CVE-2019-14871,476,,,2020-03-18,2020-03-24,4,None,Remote,Low,???,None,None,Partial,The REENT_CHECK macro (see newlib/libc/include/sys/reent.h) as used by REENT_CHECK_TM,
1208,CVE-2016-3120,476,,DoS,2016-08-01,2020-01-21,4,None,Remote,Low,???,None,None,Partial,The validate_as_request function in kdc_util.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.13.6 and 1.4.x before 1.14.3,
292,CVE-2019-19269,476,,,2019-11-30,2020-01-13,4,None,Remote,Low,???,None,None,Partial,An issue was discovered in tls_verify_crl in ProFTPD through 1.3.6b. A dereference of a NULL pointer may occur. This pointer is returned by the OpenSSL sk_X509_REVOKED_value() function when encountering an empty CRL installed by a system administrator. The dereference occurs when validating the certificate of a client connecting to the server in a TLS client/server mutual-authentication setup.,
286,CVE-2019-19789,476,,,2019-12-20,2020-01-03,4,None,Remote,Low,???,None,None,Partial,3S-Smart CODESYS SP Realtime NT before V2.3.7.28,
597,CVE-2018-18065,476,,DoS,2018-10-08,2019-10-16,4,None,Remote,Low,???,None,None,Partial,_set_key in agent/helpers/table_container.c in Net-SNMP before 5.8 has a NULL Pointer Exception bug that can be used by an authenticated attacker to remotely cause the instance to crash via a crafted UDP packet,
