#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,,,,
1162,CVE-2017-2906,190,,Exec Code Overflow,2018-04-24,2019-03-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow exists in the animation playing functionality of the Blender open-source 3d creation suite version 2.78c. A specially created '.avi' file can cause an integer overflow resulting in a buffer overflow which can allow for code execution under the context of the application. An attacker can convince a user to use the file as an asset in order to trigger this vulnerability.,,,,
1163,CVE-2017-2905,190,,Exec Code Overflow,2018-04-24,2019-03-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow exists in the bmp loading functionality of the Blender open-source 3d creation suite version 2.78c. A specially crafted '.bmp' file can cause an integer overflow resulting in a buffer overflow which can allow for code execution under the context of the application. An attacker can convince a user to use the file as an asset via the sequencer in order to trigger this vulnerability.,,,,
1164,CVE-2017-2904,190,,Exec Code Overflow,2018-04-24,2019-03-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow exists in the RADIANCE loading functionality of the Blender open-source 3d creation suite version 2.78c. A specially crafted '.hdr' file can cause an integer overflow resulting in a buffer overflow which can allow for code execution under the context of the application. An attacker can convince a user to use the file as an asset via the sequencer in order to trigger this vulnerability.,,,,
1165,CVE-2017-2903,190,,Exec Code Overflow,2018-04-24,2019-03-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow exists in the DPX loading functionality of the Blender open-source 3d creation suite version 2.78c. A specially crafted '.cin' file can cause an integer overflow resulting in a buffer overflow which can allow for code execution under the context of the application. An attacker can convince a user to use the file as an asset via the sequencer in order to trigger this vulnerability.,,,,
1166,CVE-2017-2902,190,,Exec Code Overflow,2018-04-24,2019-03-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow exists in the DPX loading functionality of the Blender open-source 3d creation suite version 2.78c. A specially crafted '.cin' file can cause an integer overflow resulting in a buffer overflow which can allow for code execution under the context of the application. An attacker can convince a user to use the file as an asset via the sequencer in order to trigger this vulnerability.,,,,
1167,CVE-2017-2901,190,,Exec Code Overflow,2018-04-24,2019-03-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow exists in the IRIS loading functionality of the Blender open-source 3d creation suite version 2.78c. A specially crafted '.iris' file can cause an integer overflow resulting in a buffer overflow which can allow for code execution under the context of the application. An attacker can convince a user to use the file as an asset via the sequencer in order to trigger this vulnerability.,,,,
1168,CVE-2017-2900,190,,Exec Code Overflow,2018-04-24,2019-03-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow exists in the PNG loading functionality of the Blender open-source 3d creation suite version 2.78c. A specially crafted '.png' file can cause an integer overflow resulting in a buffer overflow which can allow for code execution under the context of the application. An attacker can convince a user to use the file as an asset via the sequencer in order to trigger this vulnerability.,,,,
1169,CVE-2017-2899,190,,Exec Code Overflow,2018-04-24,2019-03-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow exists in the TIFF loading functionality of the Blender open-source 3d creation suite version 2.78c. A specially crafted '.tif' file can cause an integer overflow resulting in a buffer overflow which can allow for code execution under the context of the application. An attacker can convince a user to use the file as an asset via the sequencer in order to trigger this vulnerability.,,,,
1170,CVE-2017-2892,190,,DoS Exec Code,2017-11-07,2017-11-28,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An exploitable arbitrary memory read vulnerability exists in the MQTT packet parsing functionality of Cesanta Mongoose 6.8. A specially crafted MQTT packet can cause an arbitrary out-of-bounds memory read and write potentially resulting in information disclosure,,,,
1171,CVE-2017-2888,190,,Exec Code Overflow,2017-10-11,2021-02-11,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow vulnerability exists when creating a new RGB Surface in SDL 2.0.5. A specially crafted file can cause an integer overflow resulting in too little memory being allocated which can lead to a buffer overflow and potential code execution. An attacker can provide a specially crafted image file to trigger this vulnerability.,,,,
1172,CVE-2017-2870,190,,Exec Code Overflow,2017-09-05,2019-12-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow vulnerability exists in the tiff_image_parse functionality of Gdk-Pixbuf 2.36.6 when compiled with Clang. A specially crafted tiff file can cause a heap-overflow resulting in remote code execution. An attacker can send a file or a URL to trigger this vulnerability.,,,,
1173,CVE-2017-2820,190,,Exec Code Overflow,2017-07-12,2017-07-17,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow vulnerability exists in the JPEG 2000 image parsing functionality of freedesktop.org Poppler 0.53.0. A specially crafted PDF file can lead to an integer overflow causing out of bounds memory overwrite on the heap resulting in potential arbitrary code execution. To trigger this vulnerability,,,,
1174,CVE-2017-2813,190,,Exec Code Overflow,2017-06-21,2017-07-03,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable integer overflow vulnerability exists in the JPEG 2000 parser functionality of IrfanView 4.44. A specially crafted jpeg2000 image can cause an integer overflow leading to wrong memory allocation resulting in arbitrary code execution. Vulnerability can be triggered by viewing the image in via the application or by using thumbnailing feature of IrfanView.,,,,
1175,CVE-2017-2782,190,,Overflow XSS,2017-06-22,2017-06-29,6.4,None,Remote,Low,Not required,Partial,None,Partial,An integer overflow vulnerability exists in the X509 certificate parsing functionality of InsideSecure MatrixSSL 3.8.7b. A specially crafted x509 certificate can cause a length counter to overflow,,,,
1176,CVE-2017-2777,190,,Overflow,2018-09-17,2018-11-06,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An exploitable heap overflow vulnerability exists in the ipStringCreate function of Iceni Argus Version 6.6.05. A specially crafted pdf file can cause an integer overflow resulting in heap overflow. An attacker can send file to trigger this vulnerability.,,,,
1177,CVE-2017-2717,190,,Overflow,2017-11-22,2017-12-11,3.3,None,Local Network,Low,Not required,None,None,Partial,honor 8 Pro with software Duke-L09C10B120 and earlier versions,,,,
1178,CVE-2017-2440,190,,DoS Exec Code Overflow,2017-04-02,2019-03-08,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"An issue was discovered in certain Apple products. iOS before 10.3 is affected. macOS before 10.12.4 is affected. tvOS before 10.2 is affected. watchOS before 3.2 is affected. The issue involves the ""Kernel"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (integer overflow) via a crafted app.",,,,
1179,CVE-2017-0869,190,,Exec Code Overflow,2018-01-12,2018-02-01,7.2,None,Local,Low,Not required,Complete,Complete,Complete,NVIDIA driver contains an integer overflow vulnerability which could cause a use after free and possibly lead to an elevation of privilege enabling code execution as a privileged process. This issue is rated as high. Version: N/A. Android ID: A-37776156. References: N-CVE-2017-0869.,,,,
1180,CVE-2017-0841,190,,Exec Code,2017-11-16,2019-10-03,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,A remote code execution vulnerability in the Android system (libutils). Product: Android. Versions: 5.0.2,,,,
1181,CVE-2017-0729,190,,,2017-08-09,2019-10-03,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,A elevation of privilege vulnerability in the Android media framework (mediadrmserver). Product: Android. Versions: 5.0.2,,,,
1182,CVE-2017-0702,190,,Exec Code,2017-07-06,2019-10-03,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,A remote code execution vulnerability in the Android system ui. Product: Android. Versions: 7.1.1,,,,
1183,CVE-2017-0691,190,,DoS,2017-07-06,2019-10-03,4.3,None,Remote,Medium,Not required,None,None,Partial,A denial of service vulnerability in the Android media framework. Product: Android. Versions: 7.0,,,,
1184,CVE-2017-0611,190,,Exec Code,2017-05-12,2019-10-03,7.6,None,Remote,High,Not required,Complete,Complete,Complete,An elevation of privilege vulnerability in the Qualcomm sound driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10,,,,
1185,CVE-2017-0597,190,,Exec Code +Priv,2017-05-12,2019-10-03,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,An elevation of privilege vulnerability in Audioserver could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities,,,,
1186,CVE-2017-0576,190,,Exec Code,2017-04-07,2019-10-03,7.6,None,Remote,High,Not required,Complete,Complete,Complete,An elevation of privilege vulnerability in the Qualcomm crypto engine driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10,,,,
1187,CVE-2017-0553,190,,Exec Code,2017-04-07,2019-10-03,7.6,None,Remote,High,Not required,Complete,Complete,Complete,An elevation of privilege vulnerability in libnl could enable a local malicious application to execute arbitrary code within the context of the Wi-Fi service. This issue is rated as Moderate because it first requires compromising a privileged process and is mitigated by current platform configurations. Product: Android. Versions: 5.0.2,,,,
1188,CVE-2017-0521,190,,Exec Code,2017-03-08,2019-10-03,7.6,None,Remote,High,Not required,Complete,Complete,Complete,An elevation of privilege vulnerability in the Qualcomm camera driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10,,,,
1189,CVE-2017-0410,190,,Exec Code +Priv,2017-02-08,2019-10-03,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,An elevation of privilege vulnerability in the Framework APIs could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities,,,,
1190,CVE-2017-0383,190,,Exec Code +Priv,2017-01-12,2019-10-03,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,An elevation of privilege vulnerability in the Framework APIs could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities,,,,
1191,CVE-2017-0381,190,,,2017-01-12,2019-10-03,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,An information disclosure vulnerability in silk/NLSF_stabilize.c in libopus in Mediaserver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it could be used to access sensitive data without permission. Product: Android. Versions: 5.0.2,,,,
1192,CVE-2017-0309,190,,DoS Overflow,2017-02-15,2017-02-23,7.2,None,Local,Low,Not required,Complete,Complete,Complete,All versions of NVIDIA GPU Display Driver contain a vulnerability in the kernel mode layer handler where multiple integer overflows may cause improper memory allocation leading to a denial of service or potential escalation of privileges.,,,,
1193,CVE-2017-0307,190,,Exec Code,2017-03-08,2019-10-03,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,An elevation of privilege vulnerability in the NVIDIA GPU driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise,,,,
1194,CVE-2017-0104,190,,Overflow Mem. Corr.,2017-03-17,2018-10-30,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,The iSNS Server service in Microsoft Windows Server 2008 SP2 and R2,,,,
1195,CVE-2016-10507,190,,DoS Overflow,2017-08-30,2020-09-09,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow vulnerability in the bmp24toimage function in convertbmp.c in OpenJPEG before 2.2.0 allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted bmp file.,,,,
1196,CVE-2016-10502,190,,Overflow,2018-12-10,2019-01-03,10,None,Remote,Low,Not required,Complete,Complete,Complete,While generating trusted application id,,,,
1197,CVE-2016-10494,190,,Overflow,2018-04-18,2018-04-24,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile, SD 625, SD 650/52, SD 800, SD 808
1198,CVE-2016-10491,190,,Overflow,2018-04-18,2018-05-02,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, SD 617, SD 625, SD 650/52, SD 800
1199,CVE-2016-10480,190,,Overflow Mem. Corr.,2018-04-18,2018-05-02,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear MDM9206, SD 810, SD 820, SD 835, and SDX20
1200,CVE-2016-10478,190,,Overflow,2018-04-18,2018-05-01,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile SD 617,,,,
1201,CVE-2016-10475,190,,Overflow,2018-04-18,2018-05-01,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile SD 210/SD 212/SD 205,,,,
1202,CVE-2016-10412,190,,Overflow,2018-04-18,2018-05-01,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In Android before 2018-04-05 or earlier security patch level on Qualcomm Small Cell SoC, SD 600,,,
1203,CVE-2016-10407,190,,Overflow,2018-04-18,2018-05-01,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile SD 210/SD 212/SD 205,,,,
1204,CVE-2016-10346,190,,Overflow,2017-08-18,2017-08-23,10,None,Remote,Low,Not required,Complete,Complete,Complete,In all Qualcomm products with Android releases from CAF using the Linux kernel,,,,
1205,CVE-2016-10319,190,,Exec Code Overflow,2017-04-06,2017-04-12,4.3,None,Remote,Medium,Not required,None,None,Partial,In ARM Trusted Firmware 1.2 and 1.3,,,,
1206,CVE-2016-10251,190,,Overflow,2017-03-15,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the jpc_pi_nextcprl function in jpc_t2cod.c in JasPer before 1.900.20 allows remote attackers to have unspecified impact via a crafted file,,,,
1207,CVE-2016-10249,190,,Overflow,2017-03-15,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the jpc_dec_tiledecode function in jpc_dec.c in JasPer before 1.900.12 allows remote attackers to have unspecified impact via a crafted image file,,,,
1208,CVE-2016-10168,190,,Overflow,2017-03-15,2018-05-04,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in gd_io.c in the GD Graphics Library (aka libgd) before 2.2.4 allows remote attackers to have unspecified impact via vectors involving the number of horizontal and vertical chunks in an image.,,,,
1209,CVE-2016-10159,190,,DoS Overflow,2017-01-24,2018-05-04,5,None,Remote,Low,Not required,None,None,Partial,Integer overflow in the phar_parse_pharfile function in ext/phar/phar.c in PHP before 5.6.30 and 7.0.x before 7.0.15 allows remote attackers to cause a denial of service (memory consumption or application crash) via a truncated manifest entry in a PHAR archive.,,,,
1210,CVE-2016-10141,190,,DoS Exec Code Overflow,2017-01-13,2020-04-22,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An integer overflow vulnerability was observed in the regemit function in regexp.c in Artifex Software,,,,
1211,CVE-2016-9824,190,,DoS Overflow,2017-03-01,2017-03-03,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in libswscale/x86/swscale.c in libav 11.8 allows remote attackers to cause a denial of service (crash) via a crafted file.,,,,
1212,CVE-2016-9822,190,,DoS Overflow,2017-03-01,2017-11-04,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in libavcodec/mpeg12dec.c in libav 11.8 allows remote attackers to cause a denial of service (crash) via a crafted file.,,,,
1213,CVE-2016-9821,190,,DoS Overflow,2017-03-01,2017-11-04,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in libavcodec/mpegvideo_parser.c in libav 11.8 allows remote attackers to cause a denial of service (crash) via a crafted file.,,,,
1214,CVE-2016-9754,190,,#NAME?,2017-01-05,2017-01-07,7.2,None,Local,Low,Not required,Complete,Complete,Complete,The ring_buffer_resize function in kernel/trace/ring_buffer.c in the profiling subsystem in the Linux kernel before 4.6.1 mishandles certain integer calculations,,,,
1215,CVE-2016-9580,190,,Overflow,2018-08-01,2020-09-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An integer overflow vulnerability was found in tiftoimage function in openjpeg 2.1.2,,,,
1216,CVE-2016-9557,190,,DoS Overflow,2017-03-23,2017-03-27,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in jas_image.c in JasPer before 1.900.25 allows remote attackers to cause a denial of service (application crash) via a crafted file.,,,,
1217,CVE-2016-9538,190,,Overflow,2016-11-22,2017-11-04,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,tools/tiffcrop.c in libtiff 4.0.6 reads an undefined buffer in readContigStripsIntoBuffer() because of a uint16 integer overflow. Reported as MSVR 35100.,,,,
1218,CVE-2016-9445,190,,DoS Overflow,2017-01-23,2020-02-24,5,None,Remote,Low,Not required,None,None,Partial,Integer overflow in the vmnc decoder in the gstreamer allows remote attackers to cause a denial of service (crash) via large width and height values,,,,
1219,CVE-2016-9426,190,,DoS Exec Code Overflow,2016-12-12,2017-07-01,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-31. Integer overflow vulnerability in the renderTable function in w3m allows remote attackers to cause a denial of service (OOM) and possibly execute arbitrary code due to bdwgc's bug (CVE-2016-9427) via a crafted HTML page.,,,,
1220,CVE-2016-9387,190,,Overflow,2017-03-23,2018-06-29,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the jpc_dec_process_siz function in libjasper/jpc/jpc_dec.c in JasPer before 1.900.13 allows remote attackers to have unspecified impact via a crafted file,,,,
1221,CVE-2016-9277,190,,DoS Overflow,2016-11-11,2016-11-29,7.8,None,Remote,Low,Not required,None,None,Complete,Integer overflow in SystemUI in KK(4.4) and L(5.0/5.1) on Samsung Note devices allows attackers to cause a denial of service (UI restart) via vectors involving APIs and an activity that computes an out-of-bounds array index,,,,
1222,CVE-2016-9262,190,,DoS Overflow,2017-03-23,2018-06-29,4.3,None,Remote,Medium,Not required,None,None,Partial,Multiple integer overflows in the (1) jas_realloc function in base/jas_malloc.c and (2) mem_resize function in base/jas_stream.c in JasPer before 1.900.22 allow remote attackers to cause a denial of service via a crafted image,,,,
1223,CVE-2016-9189,190,,Overflow +Info,2016-11-04,2017-07-01,4.3,None,Remote,Medium,Not required,Partial,None,None,"Pillow before 3.3.2 allows context-dependent attackers to obtain sensitive information by using the ""crafted image file"" approach",,,,
1224,CVE-2016-9132,190,,Overflow Mem. Corr.,2017-01-30,2017-03-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,In Botan 1.8.0 through 1.11.33,,,,
1225,CVE-2016-9123,190,,Overflow Bypass,2017-03-28,2017-03-29,5,None,Remote,Low,Not required,None,Partial,None,go-jose before 1.0.5 suffers from a CBC-HMAC integer overflow on 32-bit architectures. An integer overflow could lead to authentication bypass for CBC-HMAC encrypted ciphertexts on 32-bit architectures.,,,,
1226,CVE-2016-9108,190,,DoS Overflow,2017-02-03,2020-04-22,5,None,Remote,Low,Not required,None,None,Partial,Integer overflow in the js_regcomp function in regexp.c in Artifex Software,,,,
1227,CVE-2016-9104,190,,DoS Overflow,2016-12-09,2020-10-21,2.1,None,Local,Low,Not required,None,None,Partial,Multiple integer overflows in the (1) v9fs_xattr_read and (2) v9fs_xattr_write functions in hw/9pfs/9p.c in QEMU (aka Quick Emulator) allow local guest OS administrators to cause a denial of service (QEMU process crash) via a crafted offset,,,,
1228,CVE-2016-9085,190,,Overflow,2017-02-03,2021-02-25,2.1,None,Local,Low,Not required,None,None,Partial,Multiple integer overflows in libwebp allows attackers to have unspecified impact via unknown vectors.,,,,
1229,CVE-2016-9084,190,,DoS Overflow,2016-11-28,2018-01-05,4.6,None,Local,Low,Not required,Partial,Partial,Partial,drivers/vfio/pci/vfio_pci_intrs.c in the Linux kernel through 4.8.11 misuses the kzalloc function,,,,
1230,CVE-2016-9082,190,,DoS Overflow,2017-02-03,2019-04-02,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in the write_png function in cairo 1.14.6 allows remote attackers to cause a denial of service (invalid pointer dereference) via a large svg file.,,,,
1231,CVE-2016-9063,190,,Overflow,2018-06-11,2018-07-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An integer overflow during the parsing of XML using the Expat library. This vulnerability affects Firefox < 50.,,,,
1232,CVE-2016-9031,190,,Overflow,2016-12-14,2016-12-22,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,An exploitable integer overflow exists in the Joyent SmartOS 20161110T013148Z Hyprlofs file system. The vulnerability is present in the Ioctl system call with the command HYPRLOFS_ADD_ENTRIES when dealing with 32-bit file systems. An attacker can craft an input that can cause a kernel panic and potentially be leveraged into a full privilege escalation vulnerability. This vulnerability is distinct from CVE-2016-8733.,,,,
1233,CVE-2016-8859,190,,Overflow Mem. Corr.,2017-02-13,2020-07-27,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Multiple integer overflows in the TRE library and musl libc allow attackers to cause memory corruption via a large number of (1) states or (2) tags,,,,
1234,CVE-2016-8795,190,,Overflow,2017-04-02,2017-04-05,7.1,None,Remote,Medium,Not required,None,None,Complete,Huawei CloudEngine 12800 with software V100R002C00, V100R003C10,,,
1235,CVE-2016-8733,190,,Overflow,2016-12-14,2016-12-22,7.2,None,Local,Low,Not required,Complete,Complete,Complete,An exploitable integer overflow exists in the Joyent SmartOS 20161110T013148Z Hyprlofs file system. The vulnerability is present in the Ioctl system call with the command HYPRLOFS_ADD_ENTRIES when dealing with native file systems. An attacker can craft an input that can cause a kernel panic and potentially be leveraged into a full privilege escalation vulnerability. This vulnerability is distinct from CVE-2016-9031.,,,,
1236,CVE-2016-8706,190,,Exec Code Overflow,2017-01-06,2017-07-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An integer overflow in process_bin_sasl_auth function in Memcached,,,,
1237,CVE-2016-8705,190,,Exec Code Overflow,2017-01-06,2018-01-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Multiple integer overflows in process_bin_update function in Memcached,,,,
1238,CVE-2016-8704,190,,Exec Code Overflow,2017-01-06,2018-01-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An integer overflow in the process_bin_append_prepend function in Memcached,,,,
1239,CVE-2016-8636,190,,DoS Overflow Mem. Corr. +Info,2017-02-22,2017-03-01,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Integer overflow in the mem_check_range function in drivers/infiniband/sw/rxe/rxe_mr.c in the Linux kernel before 4.9.10 allows local users to cause a denial of service (memory corruption),,,,
1240,CVE-2016-8438,190,,Overflow Bypass,2017-01-12,2017-01-18,10,None,Remote,Low,Not required,Complete,Complete,Complete,Integer overflow leading to a TOCTOU condition in hypervisor PIL. An integer overflow exposes a race condition that may be used to bypass (Peripheral Image Loader) PIL authentication. Product: Android. Versions: Kernel 3.18. Android ID: A-31624565. References: QC-CR#1023638.,,,,
1241,CVE-2016-8389,190,,Exec Code Overflow,2017-02-28,2017-03-02,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,An exploitable integer-overflow vulnerability exists within Iceni Argus. When it attempts to convert a malformed PDF to XML,,,,
1242,CVE-2016-7990,190,,DoS Exec Code Overflow,2016-10-31,2016-12-02,10,None,Remote,Low,Not required,Complete,Complete,Complete,On Samsung Galaxy S4 through S7 devices,,,,
1243,CVE-2016-7938,190,,Overflow,2017-01-28,2018-01-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The ZeroMQ parser in tcpdump before 4.9.0 has an integer overflow in print-zeromq.c:zmtp1_print_frame().,,,,
1244,CVE-2016-7875,190,,Exec Code Overflow,2016-12-15,2018-10-12,10,None,Remote,Low,Not required,Complete,Complete,Complete,Adobe Flash Player versions 23.0.0.207 and earlier,,,,
1245,CVE-2016-7568,190,,DoS Overflow,2016-09-28,2019-03-07,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in the gdImageWebpCtx function in gd_webp.c in the GD Graphics Library (aka libgd) through 2.2.3,,,,
1246,CVE-2016-7511,190,,DoS Overflow,2017-02-17,2017-02-22,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in the dwarf_die_deliv.c in libdwarf 20160613 allows remote attackers to cause a denial of service (crash) via a crafted file.,,,,
1247,CVE-2016-7167,190,,Overflow,2016-10-07,2018-11-13,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Multiple integer overflows in the (1) curl_escape,,,,
1248,CVE-2016-7133,190,,DoS Overflow,2016-09-12,2017-07-01,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Zend/zend_alloc.c in PHP 7.x before 7.0.10,,,,
1249,CVE-2016-6999,190,,Exec Code Overflow,2016-10-13,2017-07-30,10,None,Remote,Low,Not required,Complete,Complete,Complete,Integer overflow in Adobe Reader and Acrobat before 11.0.18,,,,
1250,CVE-2016-6916,190,,DoS Overflow,2017-04-24,2017-10-19,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Integer overflow in nvhost_job.c in the NVIDIA video driver for Android,,,,
1251,CVE-2016-6888,190,,DoS Overflow,2016-12-10,2020-10-15,2.1,None,Local,Low,Not required,None,None,Partial,Integer overflow in the net_tx_pkt_init function in hw/net/net_tx_pkt.c in QEMU (aka Quick Emulator) allows local guest OS administrators to cause a denial of service (QEMU process crash) via the maximum fragmentation count,,,,
1252,CVE-2016-6872,190,,Overflow,2017-02-17,2017-02-22,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in StringUtil::implode in Facebook HHVM before 3.15.0 allows attackers to have unspecified impact via unknown vectors.,,,,
1253,CVE-2016-6871,190,,Overflow,2017-02-17,2017-02-22,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in bcmath in Facebook HHVM before 3.15.0 allows attackers to have unspecified impact via unknown vectors,,,,
1254,CVE-2016-6823,190,,DoS Overflow,2017-01-18,2021-04-28,5,None,Remote,Low,Not required,None,None,Partial,Integer overflow in the BMP coder in ImageMagick before 7.0.2-10 allows remote attackers to cause a denial of service (crash) via crafted height and width values,,,,
1255,CVE-2016-6522,190,,DoS Overflow,2017-03-07,2017-03-09,4.9,None,Local,Low,Not required,None,None,Complete,Integer overflow in the uvm_map_isavail function in uvm/uvm_map.c in OpenBSD 5.9 allows local users to cause a denial of service (kernel panic) via a crafted mmap call,,,,
1256,CVE-2016-6328,190,,Overflow,2018-10-31,2021-05-10,5.8,None,Remote,Medium,Not required,Partial,None,Partial,A vulnerability was found in libexif. An integer overflow when parsing the MNOTE entry data of the input file. This can cause Denial-of-Service (DoS) and Information Disclosure (disclosing some critical heap chunk metadata,,,,
1257,CVE-2016-6289,190,,DoS Overflow,2016-07-25,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the virtual_file_ex function in TSRM/tsrm_virtual_cwd.c in PHP before 5.5.38,,,,
1258,CVE-2016-6252,190,,Overflow +Priv,2017-02-17,2017-11-04,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Integer overflow in shadow 4.2.1 allows local users to gain privileges via crafted input to newuidmap.,,,,
1259,CVE-2016-6250,190,,DoS Exec Code Overflow,2016-09-21,2019-12-27,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in the ISO9660 writer in libarchive before 3.2.1 allows remote attackers to cause a denial of service (application crash) or execute arbitrary code via vectors related to verifying filename lengths when writing an ISO9660 archive,,,,
1260,CVE-2016-6241,190,,Exec Code Overflow,2017-03-07,2017-09-01,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Integer overflow in the amap_alloc1 function in OpenBSD 5.8 and 5.9 allows local users to execute arbitrary code with kernel privileges via a large size value.,,,,
